id_anunt,autoritate,castigator,valoare_ron,data,motiv_excludere
109639-2025,Consiliul Judetean Dambovita,GREENBERG & COHEN CONSULT SRL / NOVOMED INTERNATIONAL SRL / S.C. Medical Gazplus S.R.L.,529404,2025-01-23,autoritate non-spital
67282-2025,COMUNA PERICEI,PROTON IMPEX 2000,908491,2025-01-27,autoritate non-spital
105425-2025,SERVICIUL JUDETEAN DE AMBULANTA ARGES,ALPHA BRIO MEDICAL S.R.L. / DELTAMED / LIME MEDICALS S.R.L. / LUAN VISION / MANUFARM S.R.L. / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / ROSALVAMED PLUS / TMS - TOP MEDICAL SUPPLIER / VETRO DESIGN / X-Lab Solutions S.R.L.,820155,2025-01-29,autoritate non-spital
61885-2025,MUNICIPIUL VULCAN,,,2025-01-29,autoritate non-spital
63628-2025,Spital General CF Sibiu,,,2025-01-30,procedura anulata / fara castigator (confirmat in XML TED)
65532-2025,Institutul de Boli Cardiovasculare Prof. Dr. I. M. Georgescu,,,2025-01-30,procedura anulata / fara castigator (confirmat in XML TED)
66250-2025,MUNICIPIUL ARAD,,,2025-01-30,autoritate non-spital
114273-2025,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR BRASOV,A.M.S. 2000 TRADING IMPEX / ANTISEL RO / AVENA MEDICA S.R.L. / DIALAB SOLUTIONS / DIAMEDIX IMPEX / EUROVET LAB / Filara BioMed SRL / MEDICAMED MARKET S.R.L. / MEDICLIM S.R.L. / MEDVET DIAGNOSTIC / NOACK ROMANIA SRL / NOVA GROUP INVESTMENT / NOVACHIM TRADING / TODY LABORATORIES MED / TUNIC PROD,2262584,2025-02-03,autoritate non-spital
78514-2025,Spitalul Municipal Targu Secuiesc,,,2025-02-05,procedura anulata / fara castigator (confirmat in XML TED)
78643-2025,JUDETUL GALATI,,,2025-02-05,autoritate non-spital
79408-2025,UM 0929 Bucuresti,,,2025-02-05,procedura anulata / fara castigator (confirmat in XML TED)
144590-2025,Judetul Neamt,AXIOMA MEDICAL S.R.L. / HEALTH SUPPLY / MEDIPLUS SOLUTIONS,5120720,2025-02-06,autoritate non-spital
158614-2025,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Suceava,A.M.S. 2000 TRADING IMPEX S.R.L. / Agilrom Scientific / DIALAB SOLUTIONS / DIAMEDIX IMPEX / EMSAR S.R.L. / LABORSISTEM S.R.L. / MEDICLIM S.R.L. / NOVA GROUP INVESTMENT / Noack Romania S.R.L. / PARTNERS MEDICAL SOLUTION S.R.L. / REDOX RESEARCH & ANALYTIC S.R.L. / S.C. NOVACHIM TRADING S.R.L. / TUNIC PROD S.R.L.,438732,2025-02-06,autoritate non-spital
211617-2025,DIRECTIA GENERALA DE ASISTENTA SOCIALA A MUNICIPIULUI BUCURESTI,NOVA TECH MED,435292,2025-02-06,autoritate non-spital
83087-2025,SPITALUL CLINIC DE URGENTA SF.IOAN,,,2025-02-06,procedura anulata / fara castigator (confirmat in XML TED)
84520-2025,Spitalul Clinic de Pneumoftiziologie Iasi,,,2025-02-07,procedura anulata / fara castigator (confirmat in XML TED)
87096-2025,JUDETUL SALAJ,,,2025-02-07,autoritate non-spital
740304-2025,Serviciul de Ambulanta Judetean Bacau,LUAN VISION / ROSALVAMED PLUS / SANIMED INTERNATIONAL IMPEX / VALDOMEDICA TRADING,10860,2025-02-11,autoritate non-spital
748355-2025,MUNICIPIUL ODORHEIU SECUIESC (PRIMARIA MUNICIPIULUI ODORHEIU SECUIESC),BIO HYGIENE SRL / Elta 90 Medical Research SRL / MEDICLIM S.R.L. / MULTI CLEANING SYSTEM / Novaintermed S.R.L. / RAFI MEDICAL / S.C. ADG MEDICAL SUPPLY S.R.L. / S.C. HARGITA HOLDING IMPORT-EXPORT S.R.L. / S.C. MEDITECH S.R.L. S.R.L. / SANITARY & HOSPITAL SOLUTIONS SRL / SIGNAL SPECTRUM SRL-D / Sante International S.A.,11735110,2025-02-11,autoritate non-spital
141208-2025,Universitatea Stefan cel Mare Suceava,PHANOS TECHNOLOGY S.R.L. / PRAGMA COMPUTERS S.R.L.,124168,2025-02-14,autoritate non-spital
145177-2025,JUDETUL GALATI,CARO INTERNATIONAL S.R.L. / DTL Medical SRL / HELLIMED / NICONSULTING TECHNICS SRL / PAPAPOSTOLOU S.R.L / PROTON IMPEX 2000 / ROSALVAMED PLUS / SIEMENS HEALTHCARE SRL,16809000,2025-02-14,autoritate non-spital
678593-2025,JUDETUL GALATI,CARO INTERNATIONAL S.R.L. / DTL Medical SRL / HELLIMED / KARL STORZ ENDOSCOPIA ROMANIA / NICONSULTING TECHNICS SRL / PAPAPOSTOLOU S.R.L / PROTON IMPEX 2000 / ROSALVAMED PLUS / SIEMENS HEALTHCARE SRL,17796230,2025-02-14,autoritate non-spital
106506-2025,Municipiul Galati,,,2025-02-17,autoritate non-spital
140672-2025,ORASUL STREHAIA,CREATIVE & INNOVATIVE MANAGEMENT / LIAMED / PHM COMSERV S.R.L. / PROTON IMPEX 2000,11388548,2025-02-17,autoritate non-spital
147761-2025,JUDETUL GIURGIU,LA FABRICA DE SOFTWARE Y HARDWARE S.L. / MEDISERV / MEDIZIN TECHNOLOGIES,1671705,2025-02-17,autoritate non-spital
424756-2025,Serviciul Judetean de Ambulanta Botosani,ALCA DUO MEDICAL S.R.L. / B.BRAUN MEDICAL / FARMACIA OMNIA / LUAN VISION / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / PRODCONFARM S.R.L. / RICOMED / ROVAL MED / TAISSIS CONCEPT / TZMO ROMANIA / VALDOMEDICA TRADING / VETRO DESIGN / X-Lab Solutions S.R.L.,291930,2025-02-18,autoritate non-spital
112679-2025,INSTITUTUL DE BOLI CARDIOVASCULARE TIMISOARA,,,2025-02-19,procedura anulata / fara castigator (confirmat in XML TED)
169978-2025,MUNICIPIUL BARLAD,BPM TEHNOLOGICA / BTL ROMANIA APARATURA MEDICALA S.R.L. / ESTBIMAR ISD / EUROSTING AAW INDUSTRY / ROMGER GENERAL TRADE & CONSULTING S.R.L.,558428,2025-02-19,autoritate non-spital
113226-2025,INSTITUTUL DE BOLI CARDIOVASCULARE TIMISOARA,,,2025-02-20,procedura anulata / fara castigator (confirmat in XML TED)
114364-2025,SPITALUL ORASENESC HOREZU,,,2025-02-20,procedura anulata / fara castigator (confirmat in XML TED)
115847-2025,Spitalul Clinic Judetean de Urgenta Targu.Mures,,,2025-02-20,procedura anulata / fara castigator (confirmat in XML TED)
121301-2025,"INSTITUTUL DE PSIHIATRIE ""SOCOLA"" IASI",,,2025-02-24,procedura anulata / fara castigator (confirmat in XML TED)
151124-2025,MUNICIPIUL MORENI,Kembli Med / PRIMERA MED TECHNOLOGY / S.C. EDITRONIC INTERNATIONAL S.R.L.,1418584,2025-02-24,autoritate non-spital
179507-2025,SERVICIUL JUDETEAN DE AMBULANTA ARGES,ALPHA BRIO MEDICAL S.R.L. / DELTAMED / LIME MEDICALS S.R.L. / LUAN VISION / MANUFARM S.R.L. / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / ROSALVAMED PLUS / TMS - TOP MEDICAL SUPPLIER / VETRO DESIGN / X-Lab Solutions S.R.L.,848634,2025-02-24,autoritate non-spital
125666-2025,MINISTERUL APARARII - UNITATEA MILITARA 02497 PITESTI,,,2025-02-25,procedura anulata / fara castigator (confirmat in XML TED)
135811-2025,JUDETUL SALAJ,,,2025-02-28,autoritate non-spital
143698-2025,Inspectoratul General pentru Situatii de Urgenta,DELTAMED,4100000,2025-03-03,autoritate non-spital
162166-2025,JUDETUL MARAMURES (CONSILIUL JUDETEAN MARAMURES),DIGI MEDICAL TEHNIC / HISTRIA INTERNATIONAL S.R.L. / Proton Impex 2000 S.R.L. / ROMGER GENERAL TRADE & CONSULTING S.R.L. / S.C. MEDITECH S.R.L. S.R.L. / S.C. Medical Gazplus S.R.L.,4842551,2025-03-03,autoritate non-spital
227951-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ALTIUM INTERNATIONAL / ANTISEL RO / BIO AQUA GROUP / CHROMAKTIV S.R.L. / DELTAMED / EMSAR S.R.L. / Filara BioMed SRL / Novaintermed S.R.L. / TUNIC PROD S.R.L. / WATT DISTRIBUTOR,170335,2025-03-03,autoritate non-spital
157085-2025,MUNICIPIUL PLOIESTI,NICONSULTING TECHNICS SRL / VERSA SYSTEM SRL,6072962,2025-03-04,autoritate non-spital
178466-2025,Municipiul Craiova,ALMED INVESTMENTS,24890,2025-03-05,autoritate non-spital
148990-2025,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,,,2025-03-06,procedura anulata / fara castigator (confirmat in XML TED)
150550-2025,JUDEȚUL SUCEAVA,,,2025-03-07,autoritate non-spital
164349-2025,JUDETUL SIBIU,GLOBAL MEDICAL SOLUTIONS SRL / Integra Medical Business / SMGELECTRONICA S.R.L. / VICI EVOLUTION S.R.L.,19165110,2025-03-07,autoritate non-spital
363107-2025,JUDETUL SIBIU,GLOBAL MEDICAL SOLUTIONS SRL / Integra Medical Business / SMGELECTRONICA S.R.L. / VICI EVOLUTION S.R.L.,19165110,2025-03-07,autoritate non-spital
161628-2025,Institutul Regional de Oncologie Iasi,,,2025-03-12,procedura anulata / fara castigator (confirmat in XML TED)
206828-2025,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Botosani,DIALAB SOLUTIONS,840000,2025-03-12,autoritate non-spital
164362-2025,Spital Clinic Judetean de Urgenta Arad,,,2025-03-13,procedura anulata / fara castigator (confirmat in XML TED)
210454-2025,JUDETUL CARAS-SEVERIN,Sof Medica,734000,2025-03-13,autoritate non-spital
167386-2025,SPITALUL UNIVERSITAR DE URGENTA ELIAS,,,2025-03-14,procedura anulata / fara castigator (confirmat in XML TED)
168064-2025,SPITALUL UNIVERSITAR DE URGENTA ELIAS,,,2025-03-14,procedura anulata / fara castigator (confirmat in XML TED)
273367-2025,Unitatea Administrativ Teritoriala (UAT) Orasul Jibou,ARCMED NET SRL / BIOSYSTEMS DIAGNOSTIC S.R.L. / DIAPRO TOP / DIGI MEDICAL TEHNIC / Elta 90 Medical Research SRL / LIAMED / MECRO SYSTEM S.R.L. / NEWMEDICS COM S.R.L. / ROCHE ROMANIA / ROMGER GENERAL TRADE & CONSULTING S.R.L. / TIMBERSTAR S.R.L.,6500000,2025-03-14,autoritate non-spital
185730-2025,JUDETUL CLUJ (CONSILIUL JUDETEAN),Sof Medica,648753,2025-03-18,autoritate non-spital
190285-2025,Județul Brașov,SC TUNIC PROD SRL,189000,2025-03-18,autoritate non-spital
182200-2025,INSTITUTUL DE BOLI CARDIOVASCULARE TIMISOARA,,,2025-03-20,procedura anulata / fara castigator (confirmat in XML TED)
532760-2025,Ministerul Sanatatii,CATTUS / Novaintermed S.R.L. / ROCHE ROMANIA / X-Lab Solutions S.R.L.,5057250,2025-03-20,autoritate non-spital
194042-2025,"Universitatea de Medicina, Farmacie, Stiinte si Tehnologie "" George Emil Palade"" din Targu Mures",SIEMENS HEALTHCARE SRL,453000,2025-03-24,autoritate non-spital
203860-2025,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,ALMED INVESTMENTS / GLOBAL MEDICAL SOLUTIONS SRL / MEDIST IMAGING & P.O.C. S.R.L. / SUPERMEDICAL SRL / VICI EVOLUTION S.R.L.,353603147,2025-03-24,autoritate non-spital
352131-2025,JUDETUL MARAMURES (CONSILIUL JUDETEAN MARAMURES),NOVOMED INTERNATIONAL SRL / S.C. IRYO SYSTEMS S.R.L. S.R.L.,1002848,2025-03-24,autoritate non-spital
688322-2025,OFICIUL NATIONAL PENTRU ACHIZITII CENTRALIZATE,ALMED INVESTMENTS / GLOBAL MEDICAL SOLUTIONS SRL / MEDIST IMAGING & P.O.C. S.R.L. / SUPERMEDICAL SRL / VICI EVOLUTION S.R.L.,353603147,2025-03-24,autoritate non-spital
190176-2025,UM 0929 Bucuresti,,,2025-03-25,procedura anulata / fara castigator (confirmat in XML TED)
190883-2025,UM 0929 Bucuresti,,,2025-03-25,procedura anulata / fara castigator (confirmat in XML TED)
195346-2025,MUNICIPIUL VULCAN,,,2025-03-26,autoritate non-spital
202380-2025,Consiliul Judetean Buzau,PRIMERA MED TECHNOLOGY,434207,2025-03-26,autoritate non-spital
253224-2025,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Suceava,A.M.S. 2000 TRADING IMPEX S.R.L. / ANTISEL RO SRL / C.D.M. GALVAN / DIALAB SOLUTIONS / DIAMEDIX IMPEX / Filara BioMed SRL / LABORSISTEM S.R.L. / MEDICLIM S.R.L. / MERC INTERNATIONAL IMPEX S.R.L. / Noack Romania S.R.L. / PARTNERS MEDICAL SOLUTION S.R.L. / S.C. NOVACHIM TRADING S.R.L. / S.C. REDOX RESEARCH & ANALYTIC S.R.L. S.R.L. / Shimadzu Handelsgesellschaft mbH / TOPOMEV OPTOSCIENCE / TUNIC PROD S.R.L.,309110,2025-03-27,autoritate non-spital
254266-2025,SERVICIUL JUDETEAN DE AMBULANTA ARGES,ALPHA BRIO MEDICAL S.R.L. / DELTAMED / LIME MEDICALS S.R.L. / LUAN VISION / MANUFARM S.R.L. / MEDCLAS TRADING S.R.L. / MEDICAL GRUP / ROSALVAMED PLUS / TMS - TOP MEDICAL SUPPLIER / VETRO DESIGN / X-Lab Solutions S.R.L.,882642,2025-03-27,autoritate non-spital
523872-2025,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Suceava,A.M.S. 2000 TRADING IMPEX S.R.L. / ANTISEL RO SRL / C.D.M. GALVAN / DIALAB SOLUTIONS / DIAMEDIX IMPEX / Filara BioMed SRL / LABORSISTEM S.R.L. / MEDICLIM S.R.L. / MERC INTERNATIONAL IMPEX S.R.L. / Noack Romania S.R.L. / PARTNERS MEDICAL SOLUTION S.R.L. / S.C. NOVACHIM TRADING S.R.L. / S.C. REDOX RESEARCH & ANALYTIC S.R.L. S.R.L. / Shimadzu Handelsgesellschaft mbH / TOPOMEV OPTOSCIENCE / TUNIC PROD S.R.L.,321780,2025-03-27,autoritate non-spital
203388-2025,MUNICIPIUL ORADEA,,,2025-03-31,autoritate non-spital
217670-2025,Municipiul Craiova,Eldiro Medical,436690,2025-03-31,autoritate non-spital
208172-2025,SPITALUL CLINIC DE URGENTA SF.IOAN,,,2025-04-01,procedura anulata / fara castigator (confirmat in XML TED)
209208-2025,SPITALUL CLINIC DE URGENTA SF.IOAN,,,2025-04-01,procedura anulata / fara castigator (confirmat in XML TED)
249661-2025,DIRECTIA SANITARA VETERINARA SI PENTRU SIGURANTA ALIMENTELOR BRASOV,A.M.S. 2000 TRADING IMPEX / ANTISEL RO / AVENA MEDICA S.R.L. / DIALAB SOLUTIONS / DIAMEDIX IMPEX / EUROVET LAB / Filara BioMed SRL / MEDICAMED MARKET S.R.L. / MEDICLIM S.R.L. / MEDVET DIAGNOSTIC / NOACK ROMANIA SRL / NOVA GROUP INVESTMENT / NOVACHIM TRADING / TODY LABORATORIES MED / TUNIC PROD,339614,2025-04-01,autoritate non-spital
258161-2025,"BAZA DE APROVIZIONARE, GOSPODARIRE SI REPARATII",HALMADENT SRL / Medical Corp S.R.L.,766910,2025-04-01,autoritate non-spital
279981-2025,CONSILIUL JUDETEAN GORJ,ALTEX ROMANIA / CLEANING LOGISTIC DISTRIBUTION / HELLIMED SRL / Medist / NOVA GROUP INVESTMENT / SIGNAL SPECTRUM / UNIVERSAL MEDICAL S.R.L.,3589485,2025-04-02,autoritate non-spital
622491-2025,"Centrul Medical de Diagnostic, Tratament Ambulatoriu si Medicina Preventiva",B. BRAUN AVITUM / EVO HEALTHCARE CONSULTING,1871506,2025-04-02,centru medical ambulatoriu (fara paturi)
815451-2025,"Centrul Medical de Diagnostic, Tratament Ambulatoriu si Medicina Preventiva",B. BRAUN AVITUM / EVO HEALTHCARE CONSULTING,1920622,2025-04-02,centru medical ambulatoriu (fara paturi)
216522-2025,SPITALUL CLINIC DE URGENTA SF.IOAN,,,2025-04-03,procedura anulata / fara castigator (confirmat in XML TED)
219925-2025,Spital Clinic Judetean de Urgenta Arad,,,2025-04-04,procedura anulata / fara castigator (confirmat in XML TED)
230679-2025,Spitalul Clinic Judetean de Urgenta Targu.Mures,,,2025-04-09,procedura anulata / fara castigator (confirmat in XML TED)
306193-2025,ORASUL VALENII DE MUNTE(Primaria Valenii de Munte),Integra Medical Business,97900,2025-04-09,autoritate non-spital
312398-2025,ORASUL VALENII DE MUNTE(Primaria Valenii de Munte),Integra Medical Business / PAPAPOSTOLOU S.R.L,818100,2025-04-09,autoritate non-spital
831997-2025,ORASUL VALENII DE MUNTE(Primaria Valenii de Munte),Dyomedica CND SRL / Integra Medical Business / PAPAPOSTOLOU S.R.L,4779273,2025-04-09,autoritate non-spital
243830-2025,JUDETUL SALAJ,S.C. Abb Neopuls S.R.L.,53799,2025-04-10,autoritate non-spital
235639-2025,Spital Clinic Judetean de Urgenta Arad,,,2025-04-11,procedura anulata / fara castigator (confirmat in XML TED)
579140-2025,MUNICIPIUL ARAD,COGNITROM / D&D CONSULTANTS GRUP,543841,2025-04-11,autoritate non-spital
307491-2025,Universitatea Stefan cel Mare Suceava,HYPO TECH & CONSULTING / LIVARTIX / RONEXPRIM / Russi Scientific Instruments,854350,2025-04-14,autoritate non-spital
245633-2025,Spitalul Clinic Judetean de Urgenta Targu.Mures,,,2025-04-15,procedura anulata / fara castigator (confirmat in XML TED)
247036-2025,SPITALUL UNIVERSITAR DE URGENTA ELIAS,,,2025-04-16,procedura anulata / fara castigator (confirmat in XML TED)
250361-2025,"INSTITUTUL DE PSIHIATRIE ""SOCOLA"" IASI",,,2025-04-16,procedura anulata / fara castigator (confirmat in XML TED)
252219-2025,MUNICIPIUL GHERLA,,,2025-04-17,autoritate non-spital
393455-2025,LABORATOR DE CONTROL DOPING,ANTISEL RO SRL / BIO AQUA GROUP / S.C. MUSO S.R.L.,226167,2025-04-17,autoritate non-spital
284933-2025,CONSILIUL JUDETEAN GORJ,ALTEX ROMANIA / CLEANING LOGISTIC DISTRIBUTION / HELLIMED SRL / Medist / NOVA GROUP INVESTMENT / SIGNAL SPECTRUM / UNIVERSAL MEDICAL S.R.L.,5487145,2025-04-23,autoritate non-spital
269936-2025,Ministerul Sanatatii,KARL STORZ ENDOSCOPIA ROMANIA / MED TEHNICA / MEDIST IMAGING & P.O.C. / PRIMERA MED TECHNOLOGY / ROMBIOMEDICA / ROMGER GENERAL TRADE & CONSULTING S.R.L.,16974395,2025-04-24,autoritate non-spital
267106-2025,"Spital Clinic Judetean de Urgenta ""Pius Brinzeu"" Timisoara",,,2025-04-25,procedura anulata / fara castigator (confirmat in XML TED)
308288-2025,Judetul Neamt,Medist / RENAMED FARMA S.R.L.,754375,2025-04-28,autoritate non-spital
345708-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",LABO SHOP SRL / S.C. Laptop Aid SRL S.R.L.,310753,2025-04-29,autoritate non-spital
454416-2025,Municipiul Craiova,ALMED INVESTMENTS / BTL ROMANIA APARATURA MEDICALA S.R.L. / Eldiro Medical / MEDIZIN TECHNOLOGIES,1988852,2025-04-30,autoritate non-spital
316122-2025,Municipiul Craiova,ALMED INVESTMENTS / BTL ROMANIA APARATURA MEDICALA S.R.L. / Eldiro Medical / MEDIZIN TECHNOLOGIES,1891952,2025-05-05,autoritate non-spital
346228-2025,Municipiul Craiova,ALMED INVESTMENTS / BTL ROMANIA APARATURA MEDICALA S.R.L. / Eldiro Medical / MEDIZIN TECHNOLOGIES,1891952,2025-05-05,autoritate non-spital
352246-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",LABO SHOP SRL,923377,2025-05-05,autoritate non-spital
435814-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",Nastimed Serv / TEHNICAL DENT / TEHNODENT POKA S.R.L.,219171,2025-05-05,autoritate non-spital
289253-2025,SERVICIUL DE AMBULANTA AL JUDETULUI CLUJ,,,2025-05-06,autoritate non-spital
290875-2025,MUNICIPIUL ORADEA,,,2025-05-06,autoritate non-spital
364316-2025,MUNICIPIUL MANGALIA,MEDIZIN TECHNOLOGIES / PRIMERA MED TECHNOLOGY,1549347,2025-05-09,autoritate non-spital
355440-2025,JUDETUL MARAMURES (CONSILIUL JUDETEAN MARAMURES),MEDICLIM S.R.L.,1461136,2025-05-12,autoritate non-spital
301632-2025,SPITALUL CLINIC JUDETEAN DE URGENTA BRASOV,,,2025-05-13,procedura anulata / fara castigator (confirmat in XML TED)
302269-2025,SPITALUL CLINIC DR. C. I. PARHON,,,2025-05-13,procedura anulata / fara castigator (confirmat in XML TED)
340889-2025,ORASUL ABRUD,ACVAROM INTERNATIONAL / BIVARIA GRUP S.R.L. / CORTECH MED S.R.L. / LIAMED / MEDICAL DEVICE STORE SRL / Medical Corp S.R.L. / S.C. EDITRONIC INTERNATIONAL S.R.L. / SC CARTO PLAST SRL / SOUL MEDICAL,3035262,2025-05-13,autoritate non-spital
356788-2025,Universitatea Nationala de Stiinta si Tehnologie Politehnica Bucuresti,NITECH,41207,2025-05-13,autoritate non-spital
310856-2025,JUDETUL GALATI,,,2025-05-14,autoritate non-spital
313765-2025,Municipiul Galati,BTL ROMANIA APARATURA MEDICALA S.R.L. / MEDICAL DEVICE STORE SRL,742000,2025-05-14,autoritate non-spital
334883-2025,JUDETUL SIBIU,Altium International SRL / LABORATORIUM LIFE SCIENCE SRL / MEDIST LIFE SCIENCE S.R.L. / TUNIC PROD S.R.L. / Visa Meding S.R.L.,6666054,2025-05-14,autoritate non-spital
435367-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ALTIUM INTERNATIONAL / ANTISEL RO / BIO AQUA GROUP / CHROMAKTIV S.R.L. / DELTAMED / EMSAR S.R.L. / Filara BioMed SRL / Novaintermed S.R.L. / TUNIC PROD S.R.L. / WATT DISTRIBUTOR,389294,2025-05-14,autoritate non-spital
555333-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",ALTIUM INTERNATIONAL / ANTISEL RO / BIO AQUA GROUP / CHROMAKTIV S.R.L. / DELTAMED / EMSAR S.R.L. / Filara BioMed SRL / Novaintermed S.R.L. / TUNIC PROD S.R.L. / WATT DISTRIBUTOR,360432,2025-05-14,autoritate non-spital
315629-2025,JUDETUL IASI,,,2025-05-16,autoritate non-spital
320497-2025,"Universitatea de Medicina, Farmacie, Stiinte si Tehnologie "" George Emil Palade"" din Targu Mures",THREE PHARM,1881282,2025-05-16,autoritate non-spital
332147-2025,"Universitatea de Medicina, Farmacie, Stiinte si Tehnologie "" George Emil Palade"" din Targu Mures",BTL ROMANIA APARATURA MEDICALA S.R.L. / LIAMED,819174,2025-05-19,autoritate non-spital
404142-2025,Institutul National de Cercetare Dezvoltare Medico Militara Cantacuzino,NOVA FIT 2000,1200000,2025-05-19,institut de cercetare / fara paturi de spital
325852-2025,INSTITUTUL DE BOLI CARDIOVASCULARE TIMISOARA,,,2025-05-21,procedura anulata / fara castigator (confirmat in XML TED)
328165-2025,SPITALUL MUNICIPAL SIGHISOARA,,,2025-05-21,procedura anulata / fara castigator (confirmat in XML TED)
336319-2025,ORASUL BALS,,,2025-05-26,autoritate non-spital
339647-2025,"Universitatea de Medicina si Farmacie ""Carol Davila""",,,2025-05-27,autoritate non-spital
433385-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",DENTAL PARTNER'S GRUP / Nastimed Serv / TEHNICAL DENT / TEHNODENT POKA S.R.L.,1094512,2025-05-27,autoritate non-spital
434342-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",MEDICA M3 APARATURĂ SERVICE S.R.L. / Nastimed Serv / TEHNICAL DENT,571128,2025-05-27,autoritate non-spital
486270-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",DENTAL PARTNER'S GRUP / Nastimed Serv / TEHNICAL DENT / TEHNODENT POKA S.R.L.,1097047,2025-05-27,autoritate non-spital
344769-2025,JUDETUL SALAJ,,,2025-05-28,autoritate non-spital
387685-2025,MUNICIPIUL ROMAN,LUAN VISION SRL / SC BELFIX DISTRIBUTIE SRL,138006,2025-05-28,autoritate non-spital
361999-2025,JUDETUL GALATI,MED TEHNICA,64500,2025-05-29,autoritate non-spital
384144-2025,JUDETUL GALATI,CLINI-LAB / DIAMEDIX IMPEX / Elta 90 Medical Research SRL / SUPERMEDICAL,10756656,2025-05-29,autoritate non-spital
349706-2025,MUNICIPIUL PASCANI,,,2025-05-30,autoritate non-spital
140195-2026,MINISTERUL APARARII - UNITATEA MILITARA 02464 BUCURESTI,DIAMEDIX IMPEX / Dyomedica CND SRL / MEDIQ INNOVATIVE TECHNOLOGIES SRL / PAPAPOSTOLOU S.R.L,49570000,2025-06-02,unitate militara fara profil de spital
350766-2025,Spitalul Municipal Targu Secuiesc,,,2025-06-02,procedura anulata / fara castigator (confirmat in XML TED)
353553-2025,Spitalul Clinic de Urgenta Bagdasar-Arseni,,,2025-06-02,procedura anulata / fara castigator (confirmat in XML TED)
380316-2025,DIRECTIA DE ASISTENTA SOCIALA SI MEDICALA,D.S. DENTISTRY S.R.L. / HELIOS DENTAL,3352140,2025-06-02,autoritate non-spital
427371-2025,DIRECTIA GENERALA DE ASISTENTA SOCIALA A MUNICIPIULUI BUCURESTI,NOVA TECH MED,511878,2025-06-03,autoritate non-spital
430743-2025,JUDETUL HUNEDOARA,GENERAL ELECTRIC MEDICAL SYSTEMS ROMANIA,7487000,2025-06-05,autoritate non-spital
657978-2025,LABORATOR DE CONTROL DOPING,ANTISEL RO SRL / BIO AQUA GROUP / S.C. MUSO S.R.L.,1552,2025-06-05,autoritate non-spital
366315-2025,MUNICIPIUL BARLAD,,,2025-06-06,autoritate non-spital
405779-2025,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",BIO AQUA GROUP / MUSO,41713,2025-06-10,autoritate non-spital
377085-2025,SPITALUL CLINIC JUDETEAN DE URGENTA SIBIU,,,2025-06-11,procedura anulata / fara castigator (confirmat in XML TED)
